Pressure,Temperature,k1,Density,Cl,CH3OH,O2,Ar
0.104342105263158,240,1993613000000,3.19130129713435E+018,9.40E-04,0.000313351798183,0.047002769727413,0.951743823079856
0.197368421052632,240,2114073000000,6.03650938928314E+018,4.97E-04,0.000165658650639,0.024848797595892,0.974488567801551
0.328947368421053,240,2234533000000,1.00608489821386E+019,2.98E-04,9.93951903835692E-05,0.014909278557535,0.98469314068093
0.526315789473684,240,2577844000000,1.60973583714217E+019,1.86E-04,6.21219939897307E-05,0.00931829909846,0.990433212925582
0.731052631578947,240,2740465000000,2.23592307779047E+019,1.34E-04,4.47242577319876E-05,0.006708638659798,0.993112464309274
0.118947368421053,268,1300968000000,3.25791312711161E+018,9.21E-04,0.000306944955554,0.046041743333097,0.952730476844687
0.394736842105263,268,1487681000000,1.08116586076713E+019,2.77E-04,9.24927466069324E-05,0.01387391199104,0.985756117022532
0.657894736842105,268,1710532000000,1.80194310127855E+019,1.66E-04,5.54956479641594E-05,0.008324347194624,0.991453670213519
0.345921052631579,268,1903268000000,9.4746168265226E+018,3.17E-04,0.000105545165394,0.015831774809098,0.983746044529326
0.921052631578947,268,1963498000000,2.52272034178997E+019,1.19E-04,3.96397485458282E-05,0.005945962281874,0.993895478723942
0.131578947368421,298,1084140000000,3.2410788667292E+018,9.26E-04,0.000308539236816,0.046280885522349,0.952484957530388
0.263157894736842,298,1150393000000,6.4821577334584E+018,4.63E-04,0.000154269618408,0.023140442761175,0.976242478765194
0.460526315789474,298,1264830000000,1.13437760335522E+019,2.64E-04,8.81540676616179E-05,0.013223110149243,0.986424273580111
0.657894736842105,298,1306991000000,1.6205394333646E+019,1.85E-04,6.17078473631325E-05,0.00925617710447,0.990496991506078
0.921052631578947,298,1517796000000,2.26875520671044E+019,1.32E-04,4.40770338308089E-05,0.006611555074621,0.993212136790055
0.146710526315789,333,819128000000,3.23397379894328E+018,9.28E-04,0.000309217100128,0.046382565019238,0.952380566580249
0.394736842105263,333,903450000000,8.70127479536308E+018,3.45E-04,0.000114925688881,0.01723885333215,0.982301443912326
0.526315789473684,333,957657000000,1.16016997271508E+019,2.59E-04,8.61942666607514E-05,0.012929139999113,0.986726082934244
0.789473684210526,333,1054025000000,1.74025495907262E+019,1.72E-04,5.74628444405009E-05,0.008619426666075,0.991150721956163
1.02802631578947,333,1114255000000,2.26610199920572E+019,1.32E-04,4.41286402973257E-05,0.006619296044599,0.993204189394212
0.183684210526316,417,614346000000,3.23336867431722E+018,9.28E-04,0.000309274970078,0.046391245511672,0.952371654608017
0.394736842105263,417,704691000000,6.94850001644102E+018,4.32E-04,0.000143915952743,0.021587392911432,0.977836943277597
0.657894736842105,417,704691000000,1.1580833360735E+019,2.59E-04,8.63495716457257E-05,0.012952435746859,0.986702165966558
0.921052631578947,417,770944000000,1.6213166705029E+019,1.85E-04,6.16782654612326E-05,0.009251739819185,0.99050154711897
1.30592105263158,417,728783000000,2.2987954221059E+019,1.31E-04,4.35010436502396E-05,0.006525156547536,0.993300839277863
0.104342105263158,240,1993613000000,3.19130129713435E+018,5.17E-03,0.000940055394548,0.086171744500257,0.907717895435179
0.197368421052632,240,2114073000000,6.03650938928314E+018,2.73E-03,0.000496975951918,0.045556128925803,0.951213527386731
0.328947368421053,240,2234533000000,1.00608489821386E+019,1.64E-03,0.000298185571151,0.027333677355482,0.970728116432039
0.526315789473684,240,2577844000000,1.60973583714217E+019,1.03E-03,0.000186365981969,0.017083548347176,0.981705072770024
0.731052631578947,240,2740465000000,2.23592307779047E+019,7.38E-04,0.000134172773196,0.012299170876297,0.98682870609793
0.118947368421053,268,1300968000000,3.25791312711161E+018,5.06E-03,0.000920834866662,0.084409862777344,0.909604710589353
0.394736842105263,268,1487681000000,1.08116586076713E+019,1.53E-03,0.000277478239821,0.025435505316907,0.972760886124258
0.657894736842105,268,1710532000000,1.80194310127855E+019,9.16E-04,0.000166486943892,0.015261303190144,0.983656531674555
0.345921052631579,268,1903268000000,9.4746168265226E+018,1.74E-03,0.000316635496182,0.029024920483347,0.96891694879147
0.921052631578947,268,1963498000000,2.52272034178997E+019,6.54E-04,0.000118919245637,0.010900930850103,0.988326094053254
0.131578947368421,298,1084140000000,3.2410788667292E+018,5.09E-03,0.000925617710447,0.084848290124307,0.909135194757787
0.263157894736842,298,1150393000000,6.4821577334584E+018,2.55E-03,0.000462808855223,0.042424145062154,0.954567597378894
0.460526315789474,298,1264830000000,1.13437760335522E+019,1.45E-03,0.000264462202985,0.024242368606945,0.974038627073653
0.657894736842105,298,1306991000000,1.6205394333646E+019,1.02E-03,0.000185123542089,0.016969658024862,0.981827038951557
0.921052631578947,298,1517796000000,2.26875520671044E+019,7.27E-04,0.000132231101492,0.012121184303473,0.987019313536827
0.146710526315789,333,819128000000,3.23397379894328E+018,5.10E-03,0.000927651300385,0.08503470253527,0.908935564012229
0.394736842105263,333,903450000000,8.70127479536308E+018,1.90E-03,0.000344777066643,0.031604564442276,0.966154384624545
0.526315789473684,333,957657000000,1.16016997271508E+019,1.42E-03,0.000258582799982,0.023703423331707,0.974615788468409
0.789473684210526,333,1054025000000,1.74025495907262E+019,9.48E-04,0.000172388533322,0.015802282221138,0.983077192312273
1.02802631578947,333,1114255000000,2.26610199920572E+019,7.28E-04,0.000132385920892,0.012135376081765,0.987004115432438
0.183684210526316,417,614346000000,3.23336867431722E+018,5.10E-03,0.000927824910233,0.085050616771399,0.908918521312084
0.394736842105263,417,704691000000,6.94850001644102E+018,2.37E-03,0.000431747858229,0.039576887004291,0.957616751917223
0.657894736842105,417,704691000000,1.1580833360735E+019,1.42E-03,0.000259048714937,0.023746132202575,0.974570051150334
0.921052631578947,417,770944000000,1.6213166705029E+019,1.02E-03,0.000185034796384,0.016961523001839,0.981835750821667
1.30592105263158,417,728783000000,2.2987954221059E+019,7.18E-04,0.000130503130951,0.011962787003816,0.987188942645004
0.104342105263158,240,1993613000000,3.19130129713435E+018,9.40E-03,0.001566758990914,0.125340719273101,0.863691967790503
0.197368421052632,240,2114073000000,6.03650938928314E+018,4.97E-03,0.000828293253196,0.066263460255713,0.927938486971912
0.328947368421053,240,2234533000000,1.00608489821386E+019,2.98E-03,0.000496975951918,0.039758076153428,0.956763092183147
0.526315789473684,240,2577844000000,1.60973583714217E+019,1.86E-03,0.000310609969949,0.024848797595892,0.972976932614467
0.731052631578947,240,2740465000000,2.23592307779047E+019,1.34E-03,0.00022362128866,0.017889703092795,0.980544947886585
0.118947368421053,268,1300968000000,3.25791312711161E+018,9.21E-03,0.00153472477777,0.122777982221592,0.866478944334019
0.394736842105263,268,1487681000000,1.08116586076713E+019,2.77E-03,0.000462463733035,0.036997098642773,0.959765655225984
0.657894736842105,268,1710532000000,1.80194310127855E+019,1.66E-03,0.000277478239821,0.022198259185664,0.975859393135591
0.345921052631579,268,1903268000000,9.4746168265226E+018,3.17E-03,0.00052772582697,0.042218066157596,0.954087853053615
0.921052631578947,268,1963498000000,2.52272034178997E+019,1.19E-03,0.000198198742729,0.015855899418331,0.982756709382565
0.131578947368421,298,1084140000000,3.2410788667292E+018,9.26E-03,0.001542696184078,0.123415694726265,0.865785431985187
0.263157894736842,298,1150393000000,6.4821577334584E+018,4.63E-03,0.000771348092039,0.061707847363133,0.932892715992593
0.460526315789474,298,1264830000000,1.13437760335522E+019,2.64E-03,0.000440770338308,0.035261627064647,0.961652980567196
0.657894736842105,298,1306991000000,1.6205394333646E+019,1.85E-03,0.000308539236816,0.024683138945253,0.973157086397037
0.921052631578947,298,1517796000000,2.26875520671044E+019,1.32E-03,0.000220385169154,0.017630813532324,0.980826490283598
0.146710526315789,333,819128000000,3.23397379894328E+018,9.28E-03,0.001546085500641,0.123686840051302,0.865490561444209
0.394736842105263,333,903450000000,8.70127479536308E+018,3.45E-03,0.000574628444405,0.045970275552401,0.950007325336764
0.526315789473684,333,957657000000,1.16016997271508E+019,2.59E-03,0.000430971333304,0.034477706664301,0.962505494002573
0.789473684210526,333,1054025000000,1.74025495907262E+019,1.72E-03,0.000287314222203,0.0229851377762,0.975003662668382
1.02802631578947,333,1114255000000,2.26610199920572E+019,1.32E-03,0.000220643201487,0.01765145611893,0.980804041470663
0.183684210526316,417,614346000000,3.23336867431722E+018,9.28E-03,0.001546374850389,0.123709988031126,0.865465388016151
0.394736842105263,417,704691000000,6.94850001644102E+018,4.32E-03,0.000719579763714,0.057566381097151,0.937396560556849
0.657894736842105,417,704691000000,1.1580833360735E+019,2.59E-03,0.000431747858229,0.03453982865829,0.962437936334109
0.921052631578947,417,770944000000,1.6213166705029E+019,1.85E-03,0.000308391327306,0.024671306184493,0.973169954524364
1.30592105263158,417,728783000000,2.2987954221059E+019,1.31E-03,0.000217505218251,0.017400417460096,0.981077046012146
